Kentucky Brunch Brand Stout	4.71231940648	4.75979435116	4.75849277626	4.78810360536	4.77381882077	1
Bourbon County Brand Coffee Stout	4.18404737224	4.57012594589	4.60772830932	4.45100860371	4.44539805121	10
Matt	3.88101189761	4.51633217161	4.49765953611	4.18794616032	4.34534911669	100
Dinner	4.53196834502	4.68604737625	4.60991077119	4.57336944976	4.62470257064	11
Double Sunshine IPA	4.2767917847	4.51757136631	4.55516125518	4.37091632164	4.5420184136	12
Barrel-Aged Abraxas	4.42669677039	4.67198488269	4.62074310396	4.54397860018	4.59757632276	13
Founders KBS (Kentucky Breakfast Stout)	4.32193045441	4.54532516156	4.62719253257	4.54581239101	4.46668889117	14
Abner	4.30406283167	4.48772872002	4.51007004882	4.3828014222	4.49204043727	15
Fundamental Observation	4.45289296046	4.70424300868	4.66890067502	4.57150433944	4.64913211186	16
Focal Banger	4.34939980159	4.58691043084	4.55718395692	4.49507369615	4.55654620181	17
Sip Of Sunshine	4.36075459098	4.46364830273	4.48102448525	4.45278297162	4.46796104619	18
Citra Double IPA	4.33993758011	4.6617343811	4.56867580672	4.36288524773	4.60406565234	19
Good Morning	4.65323410356	4.76716562658	4.73271630966	4.63253078091	4.74973013999	2
King Sue	4.53461057024	4.56361911385	4.62911186171	4.50763858534	4.59136101729	20
Zombie Dust	4.21329435689	4.4783553635	4.44056939502	4.27105998983	4.4868200305	21
Triple Sunshine IPA	4.51740861752	4.73621605064	4.69859097407	4.6184909128	4.67970185828	22
Parabola	4.24774658769	4.40500901365	4.51022405357	4.4147051249	4.43143188257	23
Ann	4.63657252674	4.67621991979	4.66573362299	4.70646724599	4.76328542781	24
Artaic	4.56960370147	4.70951518809	4.66727016697	4.51508750754	4.62582981291	25
PseudoSue	4.24294727837	4.46836434606	4.48294834777	4.3819698428	4.4514276548	26
Hunahpu's Imperial Stout	4.44559391909	4.38184746199	4.44837670703	4.4584771966	4.33759340376	27
Supplication	4.25445911221	4.42400614702	4.53141532725	4.36987957878	4.46554894946	28
Double Galaxy	4.32122717078	4.52297340596	4.5646107017	4.42316565203	4.54782121115	29
Mornin' Delight	4.64320553539	4.78349024501	4.76766674229	4.71602767695	4.76823389292	3
Duck Duck Gooze	4.23703815504	4.39764247766	4.52905699106	4.37479171698	4.50437998068	30
Society & Solitude #4	4.3657911527	4.51632993053	4.54066354743	4.47416702113	4.53632142351	31
Bourbon County Brand Stout	4.13063900204	4.49593940937	4.56228360489	4.43932026477	4.38552698574	32
Bell's Black Note Stout	4.20604913433	4.37975326944	4.46808121989	4.3792767512	4.42465187695	33
The Abyss	4.52805197421	4.37612056809	4.48960012087	4.45921887591	4.42081738517	34
SR-71 Blackbird (2015)	4.41367001586	4.63280010576	4.72917768377	4.63134584876	4.70134849286	35
Ephraim	4.31863511317	4.53259034638	4.51670939102	4.36810679005	4.46570588971	36
Todd The Axe Man	4.25668158369	4.50744297346	4.4914071726	4.37494561502	4.45268506433	37
Bourbon County Brand Barleywine Ale	3.99969600084	4.37888254101	4.45821059804	4.36410189213	4.43002515855	38
Green	4.44415614237	4.55115320832	4.53574945784	4.56658885062	4.55166347748	39
Pliny The Younger	4.33334758809	4.64009579199	4.70632341202	4.51630744669	4.5828344167	4
Kuhnhenn Bourbon Barrel Fourth Dementia	3.8606306657	4.51758800957	4.55048384406	4.28940270285	4.42985651521	40
Bourbon Barrel Aged Dark Lord Imperial Stout	4.28385044567	4.5761039668	4.56742872695	4.56838130231	4.38193168674	41
BOMB!	4.22347342141	4.42545251222	4.42201966088	4.32099760741	4.37189222927	42
In Perpetuity	4.64310387367	4.56760424377	4.63267949667	4.59437453738	4.61115223291	43
Dark Horse Bourbon Barrel Aged Plead The 5th	4.25441652494	4.41349371811	4.4643934822	4.34108739782	4.42190157459	44
Double Citra	4.33718874502	4.41708789841	4.4765687251	4.3765313745	4.41725908865	45
Founders Breakfast Stout	4.32127492661	4.32176839761	4.42543526673	4.33604109728	4.39275230286	46
Atrial Rubicite	4.47581297447	4.54787991718	4.47496756384	4.36383919945	4.49758661146	47
Alter Ego	4.46911705144	4.61138112596	4.54840016201	4.51220129607	4.54885581207	48
Galaxy Dry Hopped Fort Point Pale Ale	4.47865974026	4.55593246753	4.52664675325	4.52515324675	4.52112727273	49
Heady Topper	4.12346363036	4.58779291415	4.54438316474	4.47696843389	4.63697199207	5
Abrasive Ale	4.25255954868	4.46363090263	4.38707950272	4.24126358128	4.37442540744	50
Black Tuesday	4.13106244717	4.45189666103	4.44838334742	4.34625950972	4.24330357143	51
Everett Porter	4.31384942417	4.29644010333	4.45456355613	4.42133247229	4.46192282854	52
Fuzzy Baby Ducks IPA	4.29084885086	4.58454957222	4.57960073813	4.47517195101	4.54986579433	53
Old Stock Cellar Reserve (Aged In Brandy Barrels)	4.13982438802	4.60150904668	4.57664968831	4.35384673863	4.42158278851	54
Beatification	4.11606329995	4.47406683447	4.53329673861	4.34247308949	4.45695656831	55
Imperial Biscotti Break Bourbon Barrel Aged	4.31305322581	4.49898064516	4.55946451613	4.47486774194	4.51918225806	56
Susan	4.38998403882	4.45705292728	4.45887250207	4.39865096086	4.4756317436	57
Hopslam Ale	4.2266786147	4.41976978998	4.45572748384	4.29725615913	4.37526756866	58
AleSmith Speedway Stout - Bourbon Barrel Aged	4.26752503577	4.49286123033	4.51884120172	4.44010014306	4.41291845494	59
Founders CBS Imperial Stout	4.37596275586	4.55764665541	4.64011394809	4.55805549694	4.56910740663	6
Cable Car	4.10456153652	4.44057998484	4.51238311852	4.39861321708	4.49857846854	60
Permanent Funeral	4.30350700552	4.39368411476	4.41160732698	4.37538181598	4.38167465276	61
No Rules	4.33419567262	4.56265958876	4.50248622497	4.33916812256	4.46206827039	62
Adam From The Wood	4.0126330352	4.50471848658	4.54049482015	4.27307316132	4.48906634065	63
Â§ucaba	4.0348908386	4.3298816568	4.42455621302	4.2548842073	4.34644715364	64
Assassin Imperial Stout	4.38821987121	4.47075781969	4.50235280589	4.56341536339	4.51514604416	65
Society & Solitude #5	4.34742396155	4.38666186062	4.49577617576	4.44133058702	4.48101476141	66
Double Dry Hopped Congress Street	4.44941901408	4.66552816901	4.60541750503	4.52946177062	4.60956740443	67
Columbus Bodhi DIPA	4.29828762404	4.43346885336	4.48163588754	4.41470851709	4.45987803197	68
Pallet 1	4.59888423989	4.68347280335	4.6509762901	4.58688981869	4.64442119944	69
Bourbon Barrel Aged Vanilla Bean Dark Lord	4.35051077613	4.60594555874	4.66932540177	4.6141522362	4.53977824841	7
Headroom Double IPA	4.51549271927	4.6748222147	4.6328310193	4.59092448358	4.62241788012	70
Haze	4.3986620263	4.37668471255	4.46394947151	4.43343258572	4.48215648363	71
The Crusher	4.41461248057	4.5998778592	4.58633133467	4.51648900733	4.54707972463	72
Stickee Monkee	4.12543647208	4.36130911501	4.44181095247	4.34049460811	4.3882384481	73
Maple Bacon Coffee Porter	4.14495511319	4.6547781681	4.39550806661	4.18712594327	4.43027907884	74
Fort Point Pale Ale	4.34597959184	4.48020578231	4.4800994898	4.41915136054	4.4369872449	75
Double Dry Hopped Fort Point Pale Ale	4.43254146123	4.60236441058	4.555972658	4.49422904527	4.5799529359	76
Last Snow	4.18225274321	4.65570439649	4.43547462994	4.14243022314	4.40782163635	77
Sosus	4.32933268197	4.44865363947	4.47403224231	4.42527796776	4.46792574499	78
Keene Idea	4.20356325544	4.55094439968	4.5558195004	4.44002578566	4.5902272361	79
Pliny The Elder	4.36058297049	4.51648524432	4.57859216255	4.42411707789	4.52508466376	8
Prairie Pirate Bomb!	4.3462435887	4.47430676545	4.46720345193	4.41296181715	4.45431979158	80
Congress Street IPA	4.39862517548	4.47618717829	4.4142077679	4.41030042115	4.41825549836	81
Imperial Russian Stout - Bourbon Barrel Aged	4.26040544025	4.50984143354	4.49247002707	4.32097976022	4.35143612221	82
Fuzzy	4.35665384615	4.64247115385	4.60473076923	4.50863701923	4.60100480769	83
Darkness	4.4654087249	4.30425033126	4.37460503516	4.35350626847	4.26136479462	84
Notorious Triple IPA	4.24634308511	4.53681848404	4.51213430851	4.37030418883	4.47589760638	85
Peg's G.O.O.D. RareR D.O.S.	4.13936718236	4.46256500987	4.49159315339	4.37268268598	4.48819865043	86
Bad Boy	4.23549515651	4.4735065247	4.39372908494	4.33622768393	4.39851252902	87
Imperial Eclipse Stout - Elijah Craig (12 Year)	4.13342286582	4.39172895013	4.44393028144	4.31336856242	4.39311573047	88
Mother Of All Storms	4.08595866759	4.43972799235	4.4824549753	4.28936673219	4.3548052914	89
Julius	4.46052891167	4.56446167824	4.55133623207	4.52578298397	4.54909728081	9
Consecration	3.9585762815	4.34599198905	4.40867261573	4.24877047102	4.271890686	90
Temptation	4.24632185651	4.3772561808	4.42426310734	4.33782041559	4.39718893776	91
Wide Awake It's Morning	3.99700822737	4.59568997756	4.39524121167	4.37172774869	4.39281039641	92
Morning Wood	4.50054206418	4.63996097138	4.64440589766	4.50205984389	4.67790546401	93
Chocolate Rain	3.89315021743	4.36832498486	4.36467826278	4.18812186932	4.22476798591	94
Double Shot - Sumatra Mandheling	4.49585247575	4.58333333333	4.52935171006	4.45756763655	4.51505870342	95
Bourbon Barrel Aged Abominable: Coffee And Cinnamon	4.38627197935	4.515123407	4.54008711082	4.38389256332	4.50056460719	96
Dreadnaught IPA	4.24658519051	4.41085549964	4.40347386259	4.36263736264	4.36732309746	97
Stone Enjoy By IPA	4.18742462312	4.3433040201	4.2992839196	4.17287688442	4.2985678392	98
Bourbon Barrel Champion Ground	4.57305045872	4.7246559633	4.65974770642	4.55596330275	4.60871559633	99
